SENSE daaa 1 24-04-2019 09:20:30.822 T: 32.1983985900879 [C]; A:[20, -36, 248]; H: 58.239501953125
SENSE daab 568 24-04-2019 09:23:38.857 T: 32.8847999572754 [C]; A:[-18, -20, 228]; H: 59.7501220703125
SENSE daac 565 24-04-2019 09:23:38.856 T: 29.32799911499023 [C]; A:[224, 78, 24]; H: 66.36480712890625
SENSE daad 565 24-04-2019 09:23:38.855 T: 31.13759994506835 [C]; A:[0, 64, 232]; H: 65.29669189453125
SENSE daaa 569 24-04-2019 09:23:39.191 T: 32.447998046875 [C]; A:[20, -38, 244]; H: 57.995361328125
SENSE daab 569 24-04-2019 09:23:39.192 T: 32.8223991394043 [C]; A:[-22, -22, 226]; H: 59.7196044921875
SENSE daac 566 24-04-2019 09:23:39.191 T: 29.32799911499023 [C]; A:[238, 82, 32]; H: 66.36480712890625
SENSE daad 566 24-04-2019 09:23:39.191 T: 31.19999885559082 [C]; A:[0, 54, 242]; H: 65.29669189453125
SENSE daaa 570 24-04-2019 09:23:39.532 T: 32.3855972290039 [C]; A:[20, -42, 242]; H: 57.995361328125
SENSE daab 570 24-04-2019 09:23:39.532 T: 32.8223991394043 [C]; A:[-22, -16, 228]; H: 59.6890869140625
SENSE daac 567 24-04-2019 09:23:39.529 T: 29.32799911499023 [C]; A:[228, 84, 10]; H: 66.36480712890625
SENSE daad 567 24-04-2019 09:23:39.527 T: 31.19999885559082 [C]; A:[4, 54, 240]; H: 65.29669189453125
SENSE daaa 571 24-04-2019 09:23:39.861 T: 32.3855972290039 [C]; A:[22, -48, 244]; H: 57.995361328125
SENSE daab 571 24-04-2019 09:23:39.862 T: 32.8223991394043 [C]; A:[-14, -24, 230]; H: 59.62042236328125
SENSE daac 568 24-04-2019 09:23:39.861 T: 29.32799911499023 [C]; A:[240, 82, 24]; H: 66.36480712890625
SENSE daad 568 24-04-2019 09:23:39.858 T: 31.19999885559082 [C]; A:[-4, 62, 234]; H: 65.29669189453125
SENSE daaa 572 24-04-2019 09:23:40.193 T: 32.3855972290039 [C]; A:[20, -44, 242]; H: 57.96484375
SENSE daab 572 24-04-2019 09:23:40.194 T: 32.8847999572754 [C]; A:[-20, -18, 224]; H: 59.62042236328125
SENSE daac 569 24-04-2019 09:23:40.192 T: 29.32799911499023 [C]; A:[234, 80, 20]; H: 66.36480712890625
SENSE daad 569 24-04-2019 09:23:40.191 T: 31.19999885559082 [C]; A:[-8, 48, 228]; H: 65.29669189453125
SENSE daaa 573 24-04-2019 09:23:40.527 T: 32.447998046875 [C]; A:[24, -48, 242]; H: 57.96484375
SENSE daab 573 24-04-2019 09:23:40.528 T: 32.8847999572754 [C]; A:[-22, -22, 228]; H: 59.58990478515625
SENSE daac 570 24-04-2019 09:23:40.525 T: 29.32799911499023 [C]; A:[240, 82, 20]; H: 66.36480712890625
SENSE daad 570 24-04-2019 09:23:40.525 T: 31.19999885559082 [C]; A:[-6, 56, 224]; H: 65.3348388671875
SENSE daaa 574 24-04-2019 09:23:40.859 T: 32.447998046875 [C]; A:[22, -46, 246]; H: 57.96484375
SENSE daab 574 24-04-2019 09:23:40.859 T: 32.8223991394043 [C]; A:[-22, -20, 232]; H: 59.58990478515625
SENSE daac 571 24-04-2019 09:23:40.856 T: 29.32799911499023 [C]; A:[238, 80, 30]; H: 66.36480712890625
SENSE daad 571 24-04-2019 09:23:40.856 T: 31.13759994506835 [C]; A:[-4, 64, 230]; H: 65.3348388671875
SENSE daaa 575 24-04-2019 09:23:41.192 T: 32.3855972290039 [C]; A:[18, -44, 244]; H: 57.96484375
SENSE daab 575 24-04-2019 09:23:41.195 T: 32.8223991394043 [C]; A:[-22, -20, 224]; H: 59.58990478515625
SENSE daac 572 24-04-2019 09:23:41.194 T: 29.32799911499023 [C]; A:[236, 80, 24]; H: 66.36480712890625
SENSE daad 572 24-04-2019 09:23:41.194 T: 31.19999885559082 [C]; A:[-4, 62, 234]; H: 65.3348388671875
SENSE daaa 576 24-04-2019 09:23:41.533 T: 32.3855972290039 [C]; A:[20, -44, 244]; H: 57.96484375
SENSE daab 576 24-04-2019 09:23:41.533 T: 32.8847999572754 [C]; A:[-20, -20, 230]; H: 59.58990478515625
SENSE daac 573 24-04-2019 09:23:41.532 T: 29.32799911499023 [C]; A:[238, 78, 26]; H: 66.36480712890625
SENSE daad 573 24-04-2019 09:23:41.531 T: 31.19999885559082 [C]; A:[0, 58, 228]; H: 65.3348388671875
SENSE daaa 577 24-04-2019 09:23:41.867 T: 32.3855972290039 [C]; A:[16, -46, 242]; H: 57.96484375
SENSE daab 577 24-04-2019 09:23:41.868 T: 32.8847999572754 [C]; A:[-18, -24, 228]; H: 59.58990478515625
SENSE daac 574 24-04-2019 09:23:41.865 T: 29.32799911499023 [C]; A:[236, 78, 26]; H: 66.39532470703125
SENSE daad 574 24-04-2019 09:23:41.862 T: 31.19999885559082 [C]; A:[0, 62, 232]; H: 65.3348388671875
SENSE daaa 578 24-04-2019 09:23:42.197 T: 32.3855972290039 [C]; A:[20, -42, 240]; H: 57.995361328125
SENSE daab 578 24-04-2019 09:23:42.197 T: 32.8847999572754 [C]; A:[-18, -16, 226]; H: 59.58990478515625
SENSE daac 575 24-04-2019 09:23:42.196 T: 29.32799911499023 [C]; A:[236, 80, 20]; H: 66.42584228515625
SENSE daad 575 24-04-2019 09:23:42.193 T: 31.19999885559082 [C]; A:[0, 60, 234]; H: 65.3043212890625
SENSE daaa 579 24-04-2019 09:23:42.528 T: 32.3855972290039 [C]; A:[24, -46, 246]; H: 57.995361328125
SENSE daab 579 24-04-2019 09:23:42.528 T: 32.8223991394043 [C]; A:[-20, -24, 230]; H: 59.58990478515625
SENSE daac 576 24-04-2019 09:23:42.528 T: 29.32799911499023 [C]; A:[236, 86, 20]; H: 66.42584228515625
SENSE daad 576 24-04-2019 09:23:42.526 T: 31.19999885559082 [C]; A:[0, 62, 226]; H: 65.2738037109375
SENSE daaa 580 24-04-2019 09:23:42.863 T: 32.3855972290039 [C]; A:[26, -42, 240]; H: 57.995361328125
SENSE daab 580 24-04-2019 09:23:42.862 T: 32.8223991394043 [C]; A:[-20, -22, 228]; H: 59.58990478515625
SENSE daac 577 24-04-2019 09:23:42.859 T: 29.39039993286132 [C]; A:[242, 84, 24]; H: 66.42584228515625
SENSE daad 577 24-04-2019 09:23:42.859 T: 31.19999885559082 [C]; A:[-4, 62, 228]; H: 65.2738037109375
SENSE daaa 581 24-04-2019 09:23:43.198 T: 32.3855972290039 [C]; A:[22, -42, 244]; H: 58.02587890625
SENSE daab 581 24-04-2019 09:23:43.199 T: 32.8847999572754 [C]; A:[-18, -24, 232]; H: 59.58990478515625
SENSE daac 578 24-04-2019 09:23:43.197 T: 29.32799911499023 [C]; A:[236, 84, 24]; H: 66.42584228515625
SENSE daad 578 24-04-2019 09:23:43.197 T: 31.19999885559082 [C]; A:[-4, 64, 228]; H: 65.2738037109375
SENSE daaa 582 24-04-2019 09:23:43.534 T: 32.3855972290039 [C]; A:[22, -46, 236]; H: 58.02587890625
SENSE daab 582 24-04-2019 09:23:43.534 T: 32.8223991394043 [C]; A:[-14, -24, 222]; H: 59.58990478515625
SENSE daac 579 24-04-2019 09:23:43.534 T: 29.32799911499023 [C]; A:[240, 82, 30]; H: 66.39532470703125
SENSE daad 579 24-04-2019 09:23:43.533 T: 31.19999885559082 [C]; A:[0, 60, 228]; H: 65.2432861328125
SENSE daaa 583 24-04-2019 09:23:43.869 T: 32.3855972290039 [C]; A:[22, -44, 242]; H: 58.056396484375
SENSE daab 583 24-04-2019 09:23:43.868 T: 32.8847999572754 [C]; A:[-20, -24, 230]; H: 59.58990478515625
SENSE daac 580 24-04-2019 09:23:43.865 T: 29.39039993286132 [C]; A:[238, 78, 20]; H: 66.36480712890625
SENSE daad 580 24-04-2019 09:23:43.863 T: 31.19999885559082 [C]; A:[0, 62, 228]; H: 65.2127685546875
SENSE daaa 584 24-04-2019 09:23:44.198 T: 32.3855972290039 [C]; A:[20, -42, 242]; H: 58.056396484375
SENSE daab 584 24-04-2019 09:23:44.200 T: 32.8847999572754 [C]; A:[-16, -28, 232]; H: 59.62042236328125
SENSE daac 581 24-04-2019 09:23:44.199 T: 29.39039993286132 [C]; A:[234, 86, 26]; H: 66.36480712890625
SENSE daad 581 24-04-2019 09:23:44.198 T: 31.19999885559082 [C]; A:[0, 64, 230]; H: 65.1822509765625
SENSE daaa 585 24-04-2019 09:23:44.534 T: 32.3855972290039 [C]; A:[20, -46, 232]; H: 58.056396484375
SENSE daab 585 24-04-2019 09:23:44.534 T: 32.8847999572754 [C]; A:[-22, -22, 226]; H: 59.62042236328125
SENSE daac 582 24-04-2019 09:23:44.533 T: 29.39039993286132 [C]; A:[234, 82, 28]; H: 66.3419189453125
SENSE daad 582 24-04-2019 09:23:44.532 T: 31.19999885559082 [C]; A:[2, 60, 230]; H: 65.1517333984375
SENSE daaa 586 24-04-2019 09:23:44.866 T: 32.3855972290039 [C]; A:[24, -44, 238]; H: 58.056396484375
SENSE daab 586 24-04-2019 09:23:44.871 T: 32.8847999572754 [C]; A:[-18, -22, 228]; H: 59.62042236328125
SENSE daac 583 24-04-2019 09:23:44.870 T: 29.39039993286132 [C]; A:[238, 78, 24]; H: 66.3114013671875
SENSE daad 583 24-04-2019 09:23:44.868 T: 31.26239967346191 [C]; A:[0, 62, 230]; H: 65.1212158203125
SENSE daaa 587 24-04-2019 09:23:45.116 T: 32.32320022583007 [C]; A:[22, -42, 242]; H: 58.056396484375
SENSE daab 587 24-04-2019 09:23:45.208 T: 32.8847999572754 [C]; A:[-18, -22, 226]; H: 59.62042236328125
SENSE daac 584 24-04-2019 09:23:45.206 T: 29.39039993286132 [C]; A:[236, 86, 24]; H: 66.2808837890625
SENSE daaa 588 24-04-2019 09:23:45.360 T: 32.3855972290039 [C]; A:[24, -42, 242]; H: 58.056396484375
SENSE daad 584 24-04-2019 09:23:45.206 T: 31.26239967346191 [C]; A:[0, 64, 232]; H: 65.0906982421875
SENSE daab 588 24-04-2019 09:23:45.547 T: 32.8847999572754 [C]; A:[-18, -20, 224]; H: 59.62042236328125
SENSE daab 588 24-04-2019 09:23:45.547 T: 32.8847999572754 [C]; A:[-18, -20, 224]; H: 59.62042236328125
SENSE daac 585 24-04-2019 09:23:45.546 T: 29.39039993286132 [C]; A:[240, 80, 18]; H: 66.2808837890625
SENSE daad 585 24-04-2019 09:23:45.545 T: 31.26239967346191 [C]; A:[0, 64, 226]; H: 65.0601806640625
SENSE daaa 590 24-04-2019 09:23:45.879 T: 32.3855972290039 [C]; A:[24, -44, 242]; H: 58.056396484375
SENSE daab 589 24-04-2019 09:23:45.881 T: 32.8847999572754 [C]; A:[-18, -14, 232]; H: 59.62042236328125
SENSE daac 586 24-04-2019 09:23:45.879 T: 29.39039993286132 [C]; A:[240, 82, 24]; H: 66.2503662109375
SENSE daad 586 24-04-2019 09:23:45.878 T: 31.26239967346191 [C]; A:[0, 60, 230]; H: 65.03729248046875
SENSE daaa 591 24-04-2019 09:23:46.215 T: 32.3855972290039 [C]; A:[24, -44, 246]; H: 58.056396484375
SENSE daab 590 24-04-2019 09:23:46.216 T: 32.8847999572754 [C]; A:[-18, -18, 226]; H: 59.65093994140625
SENSE daac 587 24-04-2019 09:23:46.213 T: 29.39039993286132 [C]; A:[236, 86, 24]; H: 66.2503662109375
SENSE daad 587 24-04-2019 09:23:46.211 T: 31.26239967346191 [C]; A:[0, 64, 224]; H: 64.97625732421875
SENSE daaa 592 24-04-2019 09:23:46.545 T: 32.3855972290039 [C]; A:[22, -42, 242]; H: 58.117431640625
SENSE daab 591 24-04-2019 09:23:46.547 T: 32.8847999572754 [C]; A:[-26, -20, 226]; H: 59.65093994140625
SENSE daac 588 24-04-2019 09:23:46.545 T: 29.39039993286132 [C]; A:[236, 80, 32]; H: 66.2198486328125
SENSE daad 588 24-04-2019 09:23:46.544 T: 31.26239967346191 [C]; A:[0, 64, 230]; H: 64.94573974609375
SENSE daaa 593 24-04-2019 09:23:46.880 T: 32.32320022583007 [C]; A:[20, -46, 242]; H: 58.117431640625
SENSE daab 592 24-04-2019 09:23:46.881 T: 32.8847999572754 [C]; A:[-20, -16, 230]; H: 59.65093994140625
SENSE daac 589 24-04-2019 09:23:46.880 T: 29.39039993286132 [C]; A:[236, 80, 24]; H: 66.2198486328125
SENSE daad 589 24-04-2019 09:23:46.880 T: 31.26239967346191 [C]; A:[0, 60, 232]; H: 64.91522216796875
SENSE daaa 594 24-04-2019 09:23:47.216 T: 32.32320022583007 [C]; A:[20, -38, 248]; H: 58.14794921875
SENSE daab 593 24-04-2019 09:23:47.216 T: 32.94720077514648 [C]; A:[-20, -22, 234]; H: 59.6890869140625
SENSE daac 590 24-04-2019 09:23:47.215 T: 29.39039993286132 [C]; A:[236, 84, 28]; H: 66.2198486328125
SENSE daad 590 24-04-2019 09:23:47.212 T: 31.26239967346191 [C]; A:[-4, 64, 228]; H: 64.88470458984375
SENSE daaa 595 24-04-2019 09:23:47.548 T: 32.32320022583007 [C]; A:[24, -46, 248]; H: 58.14794921875
SENSE daab 594 24-04-2019 09:23:47.549 T: 32.8847999572754 [C]; A:[-24, -14, 228]; H: 59.6890869140625
SENSE daac 591 24-04-2019 09:23:47.548 T: 29.39039993286132 [C]; A:[240, 88, 24]; H: 66.2503662109375
SENSE daad 591 24-04-2019 09:23:47.546 T: 31.26239967346191 [C]; A:[0, 64, 228]; H: 64.85418701171875
SENSE daaa 596 24-04-2019 09:23:47.881 T: 32.26079940795898 [C]; A:[20, -38, 242]; H: 58.117431640625
SENSE daab 595 24-04-2019 09:23:47.881 T: 32.8847999572754 [C]; A:[-18, -20, 232]; H: 59.6890869140625
SENSE daac 592 24-04-2019 09:23:47.880 T: 29.32799911499023 [C]; A:[236, 84, 20]; H: 66.3114013671875
SENSE daad 592 24-04-2019 09:23:47.877 T: 31.32479858398437 [C]; A:[-4, 60, 244]; H: 64.85418701171875
SENSE daaa 597 24-04-2019 09:23:48.212 T: 32.32320022583007 [C]; A:[26, -44, 240]; H: 58.117431640625
SENSE daab 596 24-04-2019 09:23:48.214 T: 32.8847999572754 [C]; A:[-20, -16, 232]; H: 59.6890869140625
SENSE daac 593 24-04-2019 09:23:48.214 T: 29.39039993286132 [C]; A:[238, 78, 24]; H: 66.36480712890625
SENSE daad 593 24-04-2019 09:23:48.213 T: 31.32479858398437 [C]; A:[0, 60, 228]; H: 64.85418701171875
SENSE daaa 598 24-04-2019 09:23:48.551 T: 32.26079940795898 [C]; A:[22, -46, 246]; H: 58.14794921875
SENSE daab 597 24-04-2019 09:23:48.550 T: 32.8847999572754 [C]; A:[-18, -22, 228]; H: 59.6890869140625
SENSE daac 594 24-04-2019 09:23:48.548 T: 29.45279884338378 [C]; A:[236, 82, 22]; H: 66.36480712890625
SENSE daad 594 24-04-2019 09:23:48.545 T: 31.26239967346191 [C]; A:[2, 60, 232]; H: 64.82366943359375
SENSE daaa 599 24-04-2019 09:23:48.880 T: 32.26079940795898 [C]; A:[24, -40, 248]; H: 58.14794921875
SENSE daab 598 24-04-2019 09:23:48.882 T: 32.8847999572754 [C]; A:[-22, -22, 232]; H: 59.6890869140625
SENSE daac 595 24-04-2019 09:23:48.881 T: 29.39039993286132 [C]; A:[238, 80, 28]; H: 66.42584228515625
SENSE daad 595 24-04-2019 09:23:48.879 T: 31.32479858398437 [C]; A:[0, 64, 232]; H: 64.79315185546875
SENSE daaa 600 24-04-2019 09:23:49.215 T: 32.26079940795898 [C]; A:[24, -42, 240]; H: 58.14794921875
SENSE daab 599 24-04-2019 09:23:49.216 T: 32.8847999572754 [C]; A:[-20, -18, 232]; H: 59.6890869140625
SENSE daac 596 24-04-2019 09:23:49.215 T: 29.39039993286132 [C]; A:[236, 80, 24]; H: 66.48687744140625
SENSE daad 596 24-04-2019 09:23:49.214 T: 31.26239967346191 [C]; A:[-6, 64, 232]; H: 64.73211669921875
SENSE daaa 601 24-04-2019 09:23:49.551 T: 32.26079940795898 [C]; A:[24, -46, 242]; H: 58.178466796875
SENSE daab 600 24-04-2019 09:23:49.552 T: 32.8847999572754 [C]; A:[-22, -20, 230]; H: 59.6890869140625
SENSE daac 597 24-04-2019 09:23:49.551 T: 29.39039993286132 [C]; A:[240, 78, 28]; H: 66.51739501953125
SENSE daad 597 24-04-2019 09:23:49.556 T: 31.32479858398437 [C]; A:[0, 56, 232]; H: 64.70159912109375
SENSE daaa 602 24-04-2019 09:23:49.884 T: 32.26079940795898 [C]; A:[24, -48, 240]; H: 58.178466796875
SENSE daab 601 24-04-2019 09:23:49.886 T: 32.94720077514648 [C]; A:[-20, -28, 224]; H: 59.6890869140625
SENSE daac 598 24-04-2019 09:23:49.885 T: 29.39039993286132 [C]; A:[238, 80, 24]; H: 66.54791259765625
SENSE daad 598 24-04-2019 09:23:49.885 T: 31.26239967346191 [C]; A:[0, 60, 230]; H: 64.6787109375
SENSE daaa 603 24-04-2019 09:23:50.221 T: 32.26079940795898 [C]; A:[26, -42, 248]; H: 58.208984375
SENSE daab 602 24-04-2019 09:23:50.222 T: 32.8847999572754 [C]; A:[-20, -18, 226]; H: 59.6585693359375
SENSE daac 599 24-04-2019 09:23:50.221 T: 29.39039993286132 [C]; A:[238, 84, 22]; H: 66.57843017578125
SENSE daad 599 24-04-2019 09:23:50.221 T: 31.32479858398437 [C]; A:[0, 58, 224]; H: 64.6787109375
SENSE daaa 604 24-04-2019 09:23:50.558 T: 32.26079940795898 [C]; A:[24, -44, 244]; H: 58.178466796875
SENSE daab 603 24-04-2019 09:23:50.560 T: 32.8847999572754 [C]; A:[-18, -28, 226]; H: 59.6585693359375
SENSE daac 600 24-04-2019 09:23:50.557 T: 29.45279884338378 [C]; A:[240, 80, 24]; H: 66.60894775390625
SENSE daad 600 24-04-2019 09:23:50.556 T: 31.32479858398437 [C]; A:[0, 64, 234]; H: 64.648193359375
SENSE daaa 605 24-04-2019 09:23:50.891 T: 32.26079940795898 [C]; A:[26, -48, 240]; H: 58.178466796875
SENSE daab 604 24-04-2019 09:23:50.891 T: 32.94720077514648 [C]; A:[-16, -20, 232]; H: 59.6585693359375
SENSE daac 601 24-04-2019 09:23:50.888 T: 29.39039993286132 [C]; A:[230, 88, 22]; H: 66.63946533203125
SENSE daad 601 24-04-2019 09:23:50.886 T: 31.32479858398437 [C]; A:[0, 64, 230]; H: 64.648193359375
SENSE daaa 606 24-04-2019 09:23:51.220 T: 32.26079940795898 [C]; A:[20, -46, 244]; H: 58.178466796875
SENSE daab 605 24-04-2019 09:23:51.219 T: 32.8847999572754 [C]; A:[-20, -22, 226]; H: 59.6280517578125
SENSE daac 602 24-04-2019 09:23:51.217 T: 29.45279884338378 [C]; A:[236, 84, 20]; H: 66.63946533203125
SENSE daad 602 24-04-2019 09:23:51.216 T: 31.32479858398437 [C]; A:[0, 64, 236]; H: 64.648193359375
SENSE daaa 607 24-04-2019 09:23:51.550 T: 32.26079940795898 [C]; A:[24, -42, 242]; H: 58.178466796875
SENSE daab 606 24-04-2019 09:23:51.550 T: 32.94720077514648 [C]; A:[-20, -26, 222]; H: 59.6280517578125
SENSE daac 603 24-04-2019 09:23:51.548 T: 29.45279884338378 [C]; A:[240, 80, 22]; H: 66.66998291015625
SENSE daad 603 24-04-2019 09:23:51.545 T: 31.32479858398437 [C]; A:[0, 64, 228]; H: 64.61767578125
SENSE daaa 608 24-04-2019 09:23:51.882 T: 32.32320022583007 [C]; A:[24, -48, 244]; H: 58.178466796875
SENSE daab 607 24-04-2019 09:23:51.884 T: 32.94720077514648 [C]; A:[-18, -16, 226]; H: 59.6280517578125
SENSE daac 604 24-04-2019 09:23:51.885 T: 29.45279884338378 [C]; A:[242, 78, 24]; H: 66.66998291015625
SENSE daad 604 24-04-2019 09:23:51.884 T: 31.32479858398437 [C]; A:[0, 60, 226]; H: 64.587158203125
SENSE daaa 609 24-04-2019 09:23:52.220 T: 32.32320022583007 [C]; A:[20, -46, 246]; H: 58.178466796875
SENSE daab 608 24-04-2019 09:23:52.221 T: 32.94720077514648 [C]; A:[-18, -26, 230]; H: 59.60516357421875
SENSE daac 605 24-04-2019 09:23:52.220 T: 29.45279884338378 [C]; A:[234, 84, 26]; H: 66.66998291015625
SENSE daad 605 24-04-2019 09:23:52.219 T: 31.32479858398437 [C]; A:[-4, 64, 232]; H: 64.587158203125
SENSE daaa 610 24-04-2019 09:23:52.554 T: 32.26079940795898 [C]; A:[22, -44, 242]; H: 58.208984375
SENSE daab 609 24-04-2019 09:23:52.553 T: 32.94720077514648 [C]; A:[-20, -24, 224]; H: 59.60516357421875
SENSE daac 606 24-04-2019 09:23:52.551 T: 29.45279884338378 [C]; A:[236, 84, 26]; H: 66.66998291015625
SENSE daad 606 24-04-2019 09:23:52.549 T: 31.32479858398437 [C]; A:[0, 62, 226]; H: 64.556640625
SENSE daaa 611 24-04-2019 09:23:52.884 T: 32.32320022583007 [C]; A:[22, -46, 244]; H: 58.178466796875
SENSE daab 610 24-04-2019 09:23:52.884 T: 33.00959777832031 [C]; A:[-18, -22, 224]; H: 59.60516357421875
SENSE daac 607 24-04-2019 09:23:52.882 T: 29.45279884338378 [C]; A:[240, 82, 24]; H: 66.63946533203125
SENSE daad 607 24-04-2019 09:23:52.881 T: 31.38719940185546 [C]; A:[0, 62, 234]; H: 64.556640625
SENSE daaa 612 24-04-2019 09:23:53.219 T: 32.32320022583007 [C]; A:[22, -46, 240]; H: 58.178466796875
SENSE daab 611 24-04-2019 09:23:53.219 T: 32.94720077514648 [C]; A:[-20, -20, 224]; H: 59.60516357421875
SENSE daac 608 24-04-2019 09:23:53.216 T: 29.45279884338378 [C]; A:[238, 82, 28]; H: 66.60894775390625
SENSE daad 608 24-04-2019 09:23:53.216 T: 31.32479858398437 [C]; A:[0, 62, 232]; H: 64.556640625
SENSE daaa 613 24-04-2019 09:23:53.553 T: 32.32320022583007 [C]; A:[24, -46, 244]; H: 58.178466796875
SENSE daab 612 24-04-2019 09:23:53.554 T: 32.94720077514648 [C]; A:[-18, -26, 228]; H: 59.57464599609375
SENSE daac 609 24-04-2019 09:23:53.556 T: 29.45279884338378 [C]; A:[238, 82, 28]; H: 66.60894775390625
SENSE daad 609 24-04-2019 09:23:53.557 T: 31.38719940185546 [C]; A:[0, 64, 224]; H: 64.526123046875
SENSE daab 613 24-04-2019 09:23:53.798 T: 32.94720077514648 [C]; A:[-20, -22, 226]; H: 59.57464599609375
SENSE daaa 614 24-04-2019 09:23:53.894 T: 32.32320022583007 [C]; A:[20, -46, 244]; H: 58.14794921875
SENSE daac 610 24-04-2019 09:23:53.895 T: 29.45279884338378 [C]; A:[234, 78, 18]; H: 66.54791259765625
SENSE daad 610 24-04-2019 09:23:53.894 T: 31.32479858398437 [C]; A:[0, 64, 222]; H: 64.49560546875
SENSE daab 614 24-04-2019 09:23:54.052 T: 32.94720077514648 [C]; A:[-18, -20, 226]; H: 59.54412841796875
SENSE daaa 615 24-04-2019 09:23:54.228 T: 32.3855972290039 [C]; A:[22, -52, 246]; H: 58.14794921875
SENSE daac 611 24-04-2019 09:23:54.226 T: 29.45279884338378 [C]; A:[238, 80, 24]; H: 66.51739501953125
SENSE daab 615 24-04-2019 09:23:54.296 T: 33.00959777832031 [C]; A:[-22, -24, 222]; H: 59.582275390625
SENSE daad 611 24-04-2019 09:23:54.223 T: 31.32479858398437 [C]; A:[-4, 64, 232]; H: 64.47271728515625
SENSE daaa 616 24-04-2019 09:23:54.558 T: 32.3855972290039 [C]; A:[20, -48, 242]; H: 58.14794921875
SENSE daab 616 24-04-2019 09:23:54.558 T: 33.00959777832031 [C]; A:[-20, -24, 228]; H: 59.5517578125
SENSE daac 612 24-04-2019 09:23:54.555 T: 29.45279884338378 [C]; A:[238, 84, 24]; H: 66.48687744140625
SENSE daad 612 24-04-2019 09:23:54.553 T: 31.38719940185546 [C]; A:[0, 62, 226]; H: 64.44219970703125
SENSE daaa 617 24-04-2019 09:23:54.888 T: 32.3855972290039 [C]; A:[20, -42, 248]; H: 58.178466796875
SENSE daab 617 24-04-2019 09:23:54.889 T: 32.94720077514648 [C]; A:[-18, -20, 228]; H: 59.521240234375
SENSE daac 613 24-04-2019 09:23:54.888 T: 29.45279884338378 [C]; A:[236, 84, 22]; H: 66.45635986328125
SENSE daad 613 24-04-2019 09:23:54.885 T: 31.32479858398437 [C]; A:[0, 62, 232]; H: 64.44219970703125
SENSE daaa 618 24-04-2019 09:23:55.220 T: 32.447998046875 [C]; A:[20, -46, 246]; H: 58.208984375
SENSE daab 618 24-04-2019 09:23:55.221 T: 33.00959777832031 [C]; A:[-18, -26, 222]; H: 59.521240234375
SENSE daac 614 24-04-2019 09:23:55.219 T: 29.45279884338378 [C]; A:[238, 78, 28]; H: 66.39532470703125
SENSE daad 614 24-04-2019 09:23:55.217 T: 31.32479858398437 [C]; A:[0, 64, 230]; H: 64.44219970703125
SENSE daaa 619 24-04-2019 09:23:55.554 T: 32.447998046875 [C]; A:[24, -48, 246]; H: 58.27001953125
SENSE daab 619 24-04-2019 09:23:55.555 T: 33.00959777832031 [C]; A:[-18, -20, 234]; H: 59.521240234375
SENSE daac 615 24-04-2019 09:23:55.555 T: 29.45279884338378 [C]; A:[234, 80, 28]; H: 66.4029541015625
SENSE daad 615 24-04-2019 09:23:55.554 T: 31.38719940185546 [C]; A:[0, 60, 232]; H: 64.44219970703125
SENSE daaa 620 24-04-2019 09:23:55.890 T: 32.447998046875 [C]; A:[28, -48, 252]; H: 58.35394287109375
SENSE daab 620 24-04-2019 09:23:55.891 T: 33.00959777832031 [C]; A:[-18, -16, 226]; H: 59.521240234375
SENSE daac 616 24-04-2019 09:23:55.890 T: 29.51519966125488 [C]; A:[240, 78, 24]; H: 66.4029541015625
SENSE daad 616 24-04-2019 09:23:55.887 T: 31.38719940185546 [C]; A:[0, 60, 224]; H: 64.44219970703125
SENSE daaa 621 24-04-2019 09:23:56.221 T: 32.447998046875 [C]; A:[18, -40, 242]; H: 58.41497802734375
SENSE daab 621 24-04-2019 09:23:56.223 T: 33.00959777832031 [C]; A:[-20, -22, 228]; H: 59.49072265625
SENSE daac 617 24-04-2019 09:23:56.228 T: 29.45279884338378 [C]; A:[238, 80, 26]; H: 66.3419189453125
SENSE daad 617 24-04-2019 09:23:56.221 T: 31.38719940185546 [C]; A:[0, 62, 228]; H: 64.44219970703125
SENSE daaa 622 24-04-2019 09:23:56.561 T: 32.3855972290039 [C]; A:[18, -48, 240]; H: 58.41497802734375
SENSE daab 622 24-04-2019 09:23:56.561 T: 33.00959777832031 [C]; A:[-22, -16, 228]; H: 59.49072265625
SENSE daac 618 24-04-2019 09:23:56.558 T: 29.51519966125488 [C]; A:[236, 76, 24]; H: 66.3114013671875
SENSE daad 618 24-04-2019 09:23:56.556 T: 31.38719940185546 [C]; A:[0, 60, 228]; H: 64.44219970703125
SENSE daaa 623 24-04-2019 09:23:56.893 T: 32.447998046875 [C]; A:[26, -48, 242]; H: 58.38446044921875
SENSE daab 623 24-04-2019 09:23:56.894 T: 33.00959777832031 [C]; A:[-18, -18, 228]; H: 59.49072265625
SENSE daac 619 24-04-2019 09:23:56.893 T: 29.51519966125488 [C]; A:[240, 84, 30]; H: 66.2808837890625
SENSE daad 619 24-04-2019 09:23:56.893 T: 31.44959831237792 [C]; A:[0, 58, 228]; H: 64.41168212890625
SENSE daaa 624 24-04-2019 09:23:57.228 T: 32.447998046875 [C]; A:[24, -42, 246]; H: 58.35394287109375
SENSE daab 624 24-04-2019 09:23:57.229 T: 33.00959777832031 [C]; A:[-16, -24, 232]; H: 59.460205078125
SENSE daac 620 24-04-2019 09:23:57.231 T: 29.51519966125488 [C]; A:[246, 78, 24]; H: 66.25799560546875
